cd_cnpj;de_ramo_atividade;cd_ramo_atividade;nu_ordem;cd_divisao
7679132000130;REPARACAO E MANUTENCAO DE OUTROS OBJETOS E EQUIPAMENTOS PESSOAIS E DOMESTICOS NAO ESPECIFICADOS ANTERIORMENTE;9529199;02;95
7679750000180;COMERCIO VAREJISTA DE CARNES  ACOUGUES;4721103;00;47
7679750000180;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;4722901;01;47
7680410000170;COMERCIO VAREJISTA DE BEBIDAS;1091102;00;10
7680410000170;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;4723700;01;47
7680410000170;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;02;56
7682976000130;OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE;9329899;00;93
7683585000130;CONSULTORIA EM TECNOLOGIA DA INFORMACAO;6201501;00;62
7683585000130;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA;6204000;01;62
7689147000180;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;4729699;00;47
7689147000180;COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS;4744099;01;47
7689147000180;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;4751200;02;47
7689147000180;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;4761003;03;47
7689147000180;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;4773300;04;47
7692178000190;COMPRA E VENDA DE IMOVEIS PROPRIOS;4930201;00;49
7692178000190;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;4930202;01;49
7692178000190;LOTEAMENTO DE IMOVEIS PROPRIOS;6810201;02;68
7692178000190;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;6810203;03;68
7692178000190;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;6821801;04;68
7692476000180;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;00;47
7694717000120;COMERCIO VAREJISTA DE BEBIDAS;4721104;00;47
7694717000120;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;4723700;01;47
7694717000120;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611201;02;56
7694717000120;RESTAURANTES E SIMILARES;5611203;03;56
7694739000190;OBRAS DE ALVENARIA;4330499;00;43
7694739000190;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO;4399103;01;43
7695186000190;COMERCIO VAREJISTA DE CARNES  ACOUGUES;4722901;00;47
7695541000120;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;9521500;00;95
7699594000110;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;3314709;00;33
7699594000110;MANUTENCAO E REPARACAO DE MAQUINAS DE ESCREVER, CALCULAR E DE OUTROS EQUIPAMENTOS NAOELETRONICOS PARA ESCRITORIO;4751200;01;47
7699594000110;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;9511800;02;95
7700473000140;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;00;47
7701148000100;ALUGUEL DE ANDAIMES;6463800;00;64
7701148000100;ALUGUEL DE IMOVEIS PROPRIOS;6810202;01;68
7701148000100;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES;7719599;02;77
7701148000100;LOCACAO DE OUTROS MEIOS DE TRANSPORTE NAO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR;7732201;03;77
7701148000100;OUTRAS SOCIEDADES DE PARTICIPACAO, EXCETO HOLDINGS;7732202;04;77
7701842000110;EXPLORACAO DE JOGOS ELETRONICOS RECREATIVOS;5611203;00;56
7701842000110;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;9329804;01;93
7705229000170;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4530703;00;45
7710146000170;SERVICOS DE USINAGEM, TORNEARIA E SOLDA;2539001;00;25
7710580000150;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;00;94
7710580000150;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9493600;01;94
7710580000150;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;9499500;02;94
7714326000120;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;4771701;00;47
7716092000150;ATIVIDADE ODONTOLOGICA;8630504;00;86
7717696000110;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;4618499;00;46
7717696000110;OUTROS REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO ESPECIALIZADO EM PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;4761003;01;47
7717713000110;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4520001;00;45
7717713000110;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;4530703;01;45
7720137000160;COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS;4789002;00;47
7720282000140;SERVICOS DE ENGENHARIA;7112000;00;71
7721281000110;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;00;47
7723145000160;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4520007;00;45
7723145000160;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;4530703;01;45
7723145000160;SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES;4789099;02;47
7727509000260;FABRICACAO DE EQUIPAMENTOS PARA IRRIGACAO AGRICOLA, PECAS E ACESSORIOS;2832100;00;28
7727509000260;FABRICACAO DE MAQUINAS E EQUIPAMENTOS PARA A AGRICULTURA E PECUARIA, PECAS E ACESSORIOS, EXCETO PARA IRRIGACAO;2833000;01;28
7727509000260;INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;3321000;02;33
7733362000130;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO;6311900;00;63
7733362000130;TRATAMENTO DE DADOS, PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET;8211300;01;82
7735822000160;INSTITUICOES DE LONGA PERMANENCIA PARA IDOSOS;8711502;00;87
7736773000180;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;3319800;00;33
7736773000180;INSTALACAO DE OUTROS EQUIPAMENTOS NAO ESPECIFICADOS ANTERIORMENTE;3329599;01;33
7736773000180;MANUTENCAO E REPARACAO DE EQUIPAMENTOS E PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;4789099;02;47
7737669000100;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;00;94
7737669000100;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9493600;01;94
7737669000100;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;9499500;02;94
7740792000260;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;9491000;00;94
7741637000340;COMERCIO VAREJISTA DE BEBIDAS;4723700;00;47
7742768000180;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS;4511102;00;45
7744424000100;CARTORIOS;6912500;00;69
7748966000150;FILMAGEM DE FESTAS E EVENTOS;7420004;00;74
7748966000150;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;8230001;01;82
7748966000150;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;8599604;02;85
7752564000120;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA;3839499;00;38
7752564000120;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4642701;01;46
7752564000120;COMERCIO VAREJISTA DE CALCADOS;4755501;02;47
7752564000120;COMERCIO VAREJISTA DE TECIDOS;4781400;03;47
7752564000120;RECUPERACAO DE MATERIAIS NAO ESPECIFICADOS ANTERIORMENTE;4782201;04;47
7763885000120;ENSINO FUNDAMENTAL;8513900;00;85
7763885000120;ENSINO MEDIO;8520100;01;85
7767401000110;MANUTENCAO E REPARACAO DE MAQUINAS DE ESCREVER, CALCULAR E DE OUTROS EQUIPAMENTOS NAOELETRONICOS PARA ESCRITORIO;3314709;00;33
7767401000110;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;9511800;01;95
7770331000150;AGENCIAMENTO DE ESPACOS PARA PUBLICIDADE, EXCETO EM VEICULOS DE COMUNICACAO;7312200;00;73
7770429000450;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;00;94
7770429000450;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9493600;01;94
7770429000450;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;9499500;02;94
7779767000100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;00;47
7780388000130;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;4754702;00;47
7780701000130;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611201;00;56
7780701000130;RESTAURANTES E SIMILARES;5611203;01;56
7780815000180;COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS;4541205;00;45
7780815000180;COMERCIO VAREJISTA DE BICICLETAS E TRICICLOS, PECAS E ACESSORIOS;4763603;01;47
7784573000100;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS;7490104;00;74
7784989000110;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;00;47
7788560000100;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA;4642701;00;46
7788560000100;COMERCIO ATACADISTA DE ROUPAS E ACESSORIOS PARA USO PROFISSIONAL E DE SEGURANCA DO TRABALHO;4642702;01;46
7788560000100;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;02;47
7788560000100;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;4789001;03;47
7789068000140;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;00;47
7792684000150;ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE;6920601;00;69
7792684000150;ATIVIDADES DE CONTABILIDADE;9001902;01;90
7792684000150;ATIVIDADES DE SONORIZACAO E DE ILUMINACAO;9001906;02;90
7792684000150;PRODUCAO MUSICAL;9001999;03;90
7793444000170;CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA, COLETA DE ESGOTO E CONSTRUCOES CORRELATAS, EXCETO OBRAS DE IRRIGACAO;4222701;00;42
7793444000170;INSTALACAO E MANUTENCAO ELETRICA;4321500;01;43
7794822000130;HOTEIS;5510801;00;55
7794822000130;MOTEIS;5510803;01;55
7799911000170;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS;6399200;00;63
7799911000170;DESIGN;7410201;01;74
7799911000170;OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE;7490105;02;74
7799911000170;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;7490199;03;74
7799911000170;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;8299799;04;82
7806565000100;CONDOMINIOS PREDIAIS;8112500;00;81
7807560000100;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;8291100;00;82
7814407000100;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;1412602;00;14
7814407000100;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;4789099;01;47
7814707000180;CONDOMINIOS PREDIAIS;8112500;00;81
7815956000190;CONDOMINIOS PREDIAIS;8112500;00;81
7824034000140;CABELEIREIROS, MANICURE E PEDICURE;9602501;00;96
7826019000130;ATIVIDADES DE VIGILANCIA E SEGURANCA PRIVADA;4782202;00;47
7826019000130;COMERCIO VAREJISTA DE ARMAS E MUNICOES;4789009;01;47
7826019000130;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;8011101;02;80
7827224000110;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;4755502;00;47
7827224000110;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;4761003;01;47
7827785000110;RESTAURANTES E SIMILARES;5611201;00;56
7834376000140;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;1412602;00;14
7834376000140;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;4724500;01;47
7834376000140;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;4744099;02;47
7834376000140;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;4751200;03;47
7834376000140;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL;4929901;04;49
7835393000100;TRATAMENTO DE DADOS, PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET;6311900;00;63
7838692000190;COMERCIO VAREJISTA DE MATERIAL ELETRICO;4742300;00;47
7838692000190;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;4751200;01;47
7838692000190;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;4789001;02;47
7838692000190;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;4789099;03;47
7838933000100;COMERCIO VAREJISTA DE CARNES  ACOUGUES;4712100;00;47
7838933000100;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;4721102;01;47
7838933000100;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;4722901;02;47
7838933000100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4724500;03;47
7838933000100;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;4784900;04;47
7840897000100;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;5611201;00;56
7840897000100;RESTAURANTES E SIMILARES;5611202;01;56
7843714000100;FABRICACAO DE CABINES, CARROCERIAS E REBOQUES PARA OUTROS VEICULOS AUTOMOTORES, EXCETO CAMINHOES E ONIBUS;2840200;00;28
7843714000100;FABRICACAO DE MAQUINASFERRAMENTA, PECAS E ACESSORIOS;2930103;01;29
7843714000100;SERVICOS DE BORRACHARIA PARA VEICULOS AUTOMOTORES;4520001;02;45
7843714000100;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;4520002;03;45
7843714000100;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;4520006;04;45
7852658000170;CONSULTORIA EM TECNOLOGIA DA INFORMACAO;6201501;00;62
7852658000170;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA;6204000;01;62
7852658000170;SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO;6209100;02;62
7858080000160;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;4763604;00;47
7858080000160;COMERCIO VAREJISTA DE ARTIGOS DE CACA, PESCA E CAMPING;4771704;01;47
7858080000160;COMERCIO VAREJISTA DE CALCADOS;4782201;02;47
7858080000160;COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS;4789004;03;47
7858080000160;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;4930201;04;49
7858823000100;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;4751200;00;47
7858823000100;CURSOS PREPARATORIOS PARA CONCURSOS;8593700;01;85
7858823000100;ENSINO DE IDIOMAS;8599603;02;85
7858823000100;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;8599604;03;85
7858823000100;TREINAMENTO EM INFORMATICA;8599605;04;85
7860026000230;COMERCIO POR ATACADO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS E USADOS;4511103;00;45
7861168000130;ALUGUEL DE IMOVEIS PROPRIOS;4110700;00;41
7861168000130;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA;6463800;01;64
7861168000130;COMPRA E VENDA DE IMOVEIS PROPRIOS;6810201;02;68
7861168000130;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;6810202;03;68
7861168000130;OUTRAS SOCIEDADES DE PARTICIPACAO, EXCETO HOLDINGS;7020400;04;70
7862855000170;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;4743100;00;47
7862855000170;COMERCIO VAREJISTA DE VIDROS;4789099;01;47
7864421000100;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;8599604;00;85
7864421000100;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;8599699;01;85
7864421000100;SERVICOS DE ASSISTENCIA SOCIAL SEM ALOJAMENTO;8630503;02;86
7864421000100;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;8800600;03;88
7869791000130;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9329801;00;93
7869791000130;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9430800;01;94
7869791000130;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;9493600;02;94
7869791000130;DISCOTECAS, DANCETERIAS, SALOES DE DANCA E SIMILARES;9499500;03;94
7870399000100;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;4752100;00;47
7870399000100;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;4753900;01;47
7870399000100;COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO;4757100;02;47
7870399000100;REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO;9512600;03;95
7872653000100;HOTEIS;5510801;00;55
7873578000100;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4520005;00;45
7873578000100;SERVICOS DE LAVAGEM, LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES;4530703;01;45
7874664000200;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;9602501;00;96
7874664000200;CABELEIREIROS, MANICURE E PEDICURE;9602502;01;96
7880716000170;COMERCIO VAREJISTA DE JORNAIS E REVISTAS;4761002;00;47
7880716000170;ENVASAMENTO E EMPACOTAMENTO SOB CONTRATO;8292000;01;82
7882995000100;COMERCIO ATACADISTA DE PESCADOS E FRUTOS DO MAR;4634603;00;46
7886710000100;ALUGUEL DE PALCOS, COBERTURAS E OUTRAS ESTRUTURAS DE USO TEMPORARIO, EXCETO ANDAIMES;7739003;00;77
7886710000100;ATIVIDADES DE SONORIZACAO E DE ILUMINACAO;8230001;01;82
7886710000100;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;9001906;02;90
7894583000190;COMERCIO ATACADISTA DE CIMENTO;4674500;00;46
7894583000190;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;4744005;01;47
7900737000100;OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS;4213800;00;42
7900910000250;CULTIVO DE CANADEACUCAR;0113000;00;01
7905846000110;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;00;47
7906493009390;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4772500;00;47
7906493009390;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;4781400;01;47
7907566000140;AGENCIAMENTO DE ESPACOS PARA PUBLICIDADE, EXCETO EM VEICULOS DE COMUNICACAO;7312200;00;73
7907566000140;ATIVIDADES DE TELEATENDIMENTO;7319002;01;73
7907566000140;MARKETING DIRETO;7319003;02;73
7907566000140;PROMOCAO DE VENDAS;8220200;03;82
7907566000140;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;8230001;04;82
7907910000100;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9412099;00;94
7907910000100;OUTRAS ATIVIDADES ASSOCIATIVAS PROFISSIONAIS;9430800;01;94
7908773000110;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;1413401;00;14
7908773000110;CONFECCAO DE ROUPAS PROFISSIONAIS, EXCETO SOB MEDIDA;1413402;01;14
7908773000110;CONFECCAO, SOB MEDIDA, DE ROUPAS PROFISSIONAIS;1413403;02;14
7908773000110;FABRICACAO DE ROUPAS DE PROTECAO E SEGURANCA E RESISTENTES A FOGO;3292201;03;32
7908773000110;FACCAO DE ROUPAS PROFISSIONAIS;4781400;04;47
7913563000110;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;00;94
7913563000110;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9493600;01;94
7913563000110;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;9499500;02;94
7916003000380;CULTIVO DE CANADEACUCAR;0113000;00;01
7919053000150;PRODUCAO DE FERROGUSA;2411300;00;24
7920844000280;ALUGUEL DE FITAS DE VIDEO, DVDS E SIMILARES;7722500;00;77
7921293000270;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;4755502;00;47
7921293000270;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;4761003;01;47
7924398000100;CONFECCAO DE ROUPAS INTIMAS;1359600;00;13
7924398000100;FABRICACAO DE OUTROS PRODUTOS TEXTEIS NAO ESPECIFICADOS ANTERIORMENTE;1411801;01;14
7925754000100;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4120400;00;41
7925754000100;CONSTRUCAO DE EDIFICIOS;4399103;01;43
7925754000100;LOCACAO DE MAODEOBRA TEMPORARIA;4399105;02;43
7925754000100;OBRAS DE ALVENARIA;4781400;03;47
7925754000100;PERFURACAO E CONSTRUCAO DE POCOS DE AGUA;7820500;04;78
7927881000210;CRIACAO DE BOVINOS PARA CORTE;0151201;00;01
7928352000150;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA;4789008;00;47
7928352000150;COMERCIO VAREJISTA DE ARTIGOS FOTOGRAFICOS E PARA FILMAGEM;7420001;01;74
7928352000150;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;9521500;02;95
7929967000100;EDICAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS;5811500;00;58
7929967000100;EDICAO DE JORNAIS;5812300;01;58
7929967000100;EDICAO DE LIVROS;5813100;02;58
7929967000100;EDICAO DE REVISTAS;5819100;03;58
7929967000100;TRATAMENTO DE DADOS, PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET;6311900;04;63
7937414000190;CRIACAO DE BOVINOS PARA CORTE;0151201;00;01
7941499000180;COMERCIO VAREJISTA DE MOVEIS;4754701;00;47
7941499000180;REPARACAO DE ARTIGOS DO MOBILIARIO;9529105;01;95
7943692000150;TRATAMENTO DE DADOS, PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET;6311900;00;63
7944455000880;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;00;56
7944467000210;CRIACAO DE BOVINOS PARA CORTE;0111302;00;01
7944467000210;CULTIVO DE CANADEACUCAR;0113000;01;01
7944467000210;CULTIVO DE MILHO;0151201;02;01
7952355000120;COMERCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MEDICO, CIRURGICO, HOSPITALAR E DE LABORATORIOS;4614100;00;46
7952355000120;COMERCIO ATACADISTA DE PRODUTOS ODONTOLOGICOS;4645101;01;46
7952355000120;COMERCIO ATACADISTA DE PROTESES E ARTIGOS DE ORTOPEDIA;4645102;02;46
7952355000120;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;4645103;03;46
7952355000120;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MAQUINAS, EQUIPAMENTOS, EMBARCACOES E AERONAVES;4789004;04;47
7953678005520;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;4619200;00;46
7953678005520;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;4752100;01;47
7954342000190;SERVICOS DE ENTREGA RAPIDA;5320202;00;53
7960510000150;ADMINISTRACAO DE CAIXAS ESCOLARES;8550301;00;85
7960771000170;ALUGUEL DE MAQUINAS E EQUIPAMENTOS AGRICOLAS SEM OPERADOR;7731400;00;77
